,n,edges added,P_i,P_r,Surviors,Everyone_Dead
98,100,5,0.4,0.5,9,False
99,100,5,0.4,0.5,11,False
100,100,10,0.4,0.5,3,False
101,100,10,0.4,0.5,2,False
102,100,10,0.4,0.5,8,False
103,100,10,0.4,0.5,8,False
104,100,10,0.4,0.5,10,False
105,100,10,0.4,0.5,8,False
106,100,10,0.4,0.5,3,False
107,100,10,0.4,0.5,4,False
108,100,10,0.4,0.5,3,False
109,100,10,0.4,0.5,3,False
110,100,10,0.4,0.5,7,False
111,100,10,0.4,0.5,1,False
112,100,10,0.4,0.5,1,False
113,100,10,0.4,0.5,9,False
114,100,10,0.4,0.5,8,False
115,100,10,0.4,0.5,1,False
116,100,10,0.4,0.5,3,False
117,100,10,0.4,0.5,10,False
118,100,10,0.4,0.5,7,False
119,100,10,0.4,0.5,4,False
120,100,10,0.4,0.5,8,False
121,100,10,0.4,0.5,4,False
122,100,10,0.4,0.5,7,False
123,100,10,0.4,0.5,6,False
124,100,10,0.4,0.5,7,False
125,100,10,0.4,0.5,5,False
126,100,10,0.4,0.5,3,False
127,100,10,0.4,0.5,4,False
128,100,10,0.4,0.5,4,False
129,100,10,0.4,0.5,6,False
130,100,10,0.4,0.5,4,False
131,100,10,0.4,0.5,5,False
132,100,10,0.4,0.5,2,False
133,100,10,0.4,0.5,7,False
134,100,10,0.4,0.5,7,False
135,100,10,0.4,0.5,3,False
136,100,10,0.4,0.5,3,False
137,100,10,0.4,0.5,8,False
138,100,10,0.4,0.5,1,False
139,100,10,0.4,0.5,5,False
140,100,10,0.4,0.5,4,False
141,100,10,0.4,0.5,3,False
142,100,10,0.4,0.5,3,False
143,100,10,0.4,0.5,6,False
144,100,10,0.4,0.5,5,False
145,100,10,0.4,0.5,4,False
146,100,10,0.4,0.5,2,False
147,100,10,0.4,0.5,7,False
148,100,10,0.4,0.5,1,False
149,100,10,0.4,0.5,3,False
150,100,10,0.4,0.5,10,False
151,100,10,0.4,0.5,4,False
152,100,10,0.4,0.5,6,False
153,100,10,0.4,0.5,5,False
154,100,10,0.4,0.5,2,False
155,100,10,0.4,0.5,4,False
156,100,10,0.4,0.5,6,False
157,100,10,0.4,0.5,3,False
158,100,10,0.4,0.5,9,False
159,100,10,0.4,0.5,4,False
160,100,10,0.4,0.5,4,False
161,100,10,0.4,0.5,2,False
162,100,10,0.4,0.5,5,False
163,100,10,0.4,0.5,4,False
164,100,10,0.4,0.5,5,False
165,100,10,0.4,0.5,2,False
166,100,10,0.4,0.5,2,False
167,100,10,0.4,0.5,3,False
168,100,10,0.4,0.5,1,False
169,100,10,0.4,0.5,5,False
170,100,10,0.4,0.5,5,False
171,100,10,0.4,0.5,2,False
172,100,10,0.4,0.5,2,False
173,100,10,0.4,0.5,3,False
174,100,10,0.4,0.5,2,False
